number,course_id,cat_num,1s,2s,3s,4s,5s
HEB 1377,2729,53113,4,0,5,18,23
HEB 1411,2733,89118,1,2,12,30,12
HEB 1423,2739,68044,0,0,2,10,8
HEB 1495,2744,83815,0,0,2,2,8
HEB 1500,2745,93737,0,0,0,2,7
HEB 1520,2746,57669,0,0,2,8,2
HEB 1940,2750,51687,0,0,2,0,6
HEB 97,2715,2205,4,9,15,14,4
HIST 1035,2391,42244,0,0,4,4,5
HIST 1155,2398,56228,0,0,2,11,5
HIST 1272,2407,86061,0,0,3,13,17
HIST 1280,2408,4501,0,1,9,11,14
HIST 1329,2417,21141,0,1,5,2,3
HIST 1405,2423,84704,0,1,3,2,4
HIST 1410,2424,20517,0,0,1,10,5
HIST 1433,2426,86765,0,0,2,15,25
HIST 1450,2429,49646,0,2,6,9,5
HIST 1512,2435,88893,0,2,2,2,9
HIST 1513,2436,52478,2,5,12,22,8
HIST 1619,2437,4581,0,0,1,2,4
HIST 1625,2440,21932,0,1,0,3,1
HIST 1629,2442,14917,0,0,1,3,5
HIST 1940,2457,77077,0,0,2,0,2
HIST 2050,2464,6693,0,0,0,1,4
HIST 2250,2472,62761,0,0,1,2,6
HIST 2259,2473,73454,0,0,1,0,5
HIST 2315,2479,71765,0,0,0,0,4
HIST 2467hf,2497,57019,0,1,0,1,0
HIST 2651,2503,5146,0,0,0,0,5
HIST 2805,2508,8070,0,0,0,2,5
HIST 2911,2513,6430,0,0,0,3,5
HIST 72l,2329,32625,0,0,0,2,2
HIST 72m,2330,34539,0,0,2,1,9
HIST 73b,2332,1881,0,0,1,2,3
HIST 79j,2348,98463,0,0,2,6,5
HIST 82b,2358,1471,0,0,1,3,4
HIST 84j,2373,31043,0,0,1,3,0
HIST 84x,2375,77536,0,0,0,5,4
HIST 86h,2379,20604,1,1,1,1,2
HIST 97,2387,4469,1,4,14,25,9
HISTSCI 113,2645,59744,0,0,2,5,8
HISTSCI 125,2649,49441,3,7,25,28,12
HISTSCI 136,2653,58601,4,18,36,42,30
HISTSCI 146,2657,57761,1,1,8,14,7
HISTSCI 148,2658,21054,0,0,3,6,4
HISTSCI 157,2662,2434,0,1,1,1,4
HISTSCI 174,2667,1750,0,7,16,15,8
HISTSCI 180,2669,5317,0,0,1,2,10
HISTSCI 185,2671,20399,0,0,0,2,6
HISTSCI 196,2675,92662,0,6,7,4,2
HISTSCI 197,2676,69934,0,0,0,2,3
HISTSCI 216v,2682,49773,0,0,1,2,2
HISTSCI 221,2683,21014,0,0,1,0,0
HISTSCI 246,2687,19559,0,0,2,1,4
HISTSCI 250,2690,72868,0,0,0,1,1
HISTSCI 259,2693,68494,0,0,0,2,1
HISTSCI 274v,2699,87975,0,0,0,1,3
HISTSCI 289,2703,84196,0,0,0,2,2
HISTSCI 310hf,2712,1047,0,0,1,1,3
HISTSCI 97,2636,5235,0,0,1,14,24
HISTSCI 98,2637,1120,0,0,0,0,3
HISTSCI 99b,5253,22497,0,1,1,8,15
HLTHPOL 2000,2309,4522,0,0,3,4,2
HLTHPOL 3080hf,2318,9516,0,0,1,0,2
HSEMR-WI 75,2713,7271,0,0,1,5,7
IMUNOL 202,3215,5674,0,0,4,6,0
IMUNOL 204,3216,9563,0,0,0,0,7
IMUNOL 301,3219,4971,0,0,0,2,5
IMUNOL 302qc,3220,40428,0,0,0,4,3
IMUNOL 303qc,3222,55535,0,0,0,0,3
IMUNOL 305qc,3369,98545,0,0,0,3,1
IMUNOL 306qc,5316,87129,0,0,1,1,2
IRISH 133r,454,6689,0,0,0,3,1
IRISH 204r,459,8493,0,0,0,1,0
ISLAMCIV 170,3808,55905,0,0,1,4,3
ISLAMCIV 185,3812,73552,0,0,0,2,6
ITAL 141,4429,5328,0,0,1,1,3
ITAL 175,4431,76404,0,0,0,2,1
ITAL 30,4420,44998,0,1,1,3,4
ITAL 40,4421,804,0,0,0,0,3
ITAL Aa,4415,4309,0,0,1,3,7
ITAL Ab,4416,7029,0,3,9,16,10
ITAL Acd,4417,3065,0,0,1,1,3
ITAL C,4419,29891,0,1,2,2,2
JAPAN 106b,844,2602,0,0,1,3,6
JAPAN 120b,847,6433,0,1,1,3,11
JAPAN 130b,849,6904,0,0,0,3,14
JAPAN 140b,851,8551,0,0,1,2,3
JAPAN 150b,853,984,0,0,0,2,0
JAPAN 210b,855,8918,0,0,0,1,4
JAPAN Bb,842,8728,0,0,1,1,33
JAPNHIST 271r,866,49178,0,0,0,2,3
JAPNLIT 271,872,76892,0,0,0,2,2
JEWISHST 80,3818,84167,0,1,7,7,4
KOREAN 120b,879,8590,0,0,0,2,7
KOREAN 130b,881,2662,0,0,0,4,6
KOREAN 140b,883,3011,0,0,0,1,4
KOREAN 150b,885,1282,0,0,0,2,2
KOREAN Bb,874,8718,1,1,3,9,3
KOREAN Bxb,876,3031,0,0,0,0,9
KORHIST 111,887,3709,0,0,0,1,4
KORHIST 113,888,78737,0,0,0,3,7
LATIN 103,5004,5435,0,0,0,3,11
LATIN 112b,5007,7643,0,0,0,1,4
LATIN 132,5010,85183,0,0,0,0,2
LATIN 135,5012,87311,0,1,1,1,3
MODGRK 220,5022,82692,0,0,0,0,3
MUSIC 103r,3626,52654,0,0,0,1,3
MUSIC 127r,3630,68953,0,0,0,1,5
PSY 2353,4316,46791,0,1,0,1,3
PSY 2356r,4318,4407,0,0,0,0,5
PSY 2410r,4321,12616,0,0,0,0,7
PSY 2436r,4324,9962,0,0,0,0,5
PSY 2446r,4326,5628,0,0,0,1,7
PSY 2475r,4332,46912,0,1,0,1,3
PSY 2553r,4336,4679,0,0,2,3,12
PSY 2554r,4337,9481,0,0,0,0,3
PSY 2570r,4338,4440,0,0,1,1,4
PSY 2580r,4339,4262,0,1,0,2,5
PSY 2653,4345,44307,0,0,3,2,1
PSY 3070,4352,4439,0,0,0,1,1
PSY 3555,4365,6831,1,0,2,3,0
PSY 3900,4369,6702,0,0,1,3,8
PSY 971,4235,3498,0,2,9,20,20
PSY 975,4236,9063,0,0,2,5,7
PSY 980n,4242,25145,0,0,2,3,10
PSY 980o,4243,97975,0,0,2,3,9
RELIGION 1010,5038,9495,0,0,0,2,3
RELIGION 1017,5040,89684,0,0,0,0,5
RELIGION 110,5034,49158,5,10,25,34,8
RELIGION 12,5025,55486,1,3,2,4,1
RELIGION 1468,5072,2509,1,0,0,5,7
RELIGION 1480,5076,30174,0,1,2,2,0
RELIGION 1506,5079,55769,0,0,0,0,4
RELIGION 1636,5096,5069,0,0,1,2,2
RELIGION 1655,5097,91335,0,0,0,3,3
RELIGION 1730,5105,4463,0,0,0,0,5
RELIGION 1832,5112,43973,0,1,4,7,14
RELIGION 1860,5113,83483,1,0,5,1,2
RELIGION 2002,5115,803,0,0,0,4,3
RELIGION 97,5030,2313,0,0,0,2,7
RELIGION 99,5033,6498,0,0,0,0,5
ROM-LANG 300,4461,9758,0,0,0,0,2
ROM-STD 101,4466,89225,0,0,1,2,3
RSRA 298hf,4514,14813,0,1,3,1,1
SANSKRIT 101b,4749,6892,0,0,1,1,4
SANSKRIT 102b,4751,4916,0,0,2,3,4
SLAVIC 98,4538,1684,0,0,0,0,2
SLAVIC Cb,4524,7117,0,0,0,1,3
SLAVIC Cd,4526,7411,0,0,0,0,1
SLAVIC Db,4529,6907,0,0,0,3,0
SLAVIC Dd,4531,56678,0,0,0,2,1
SLAVIC Gb,4534,7126,0,0,1,0,0
SOCIOL 114,4651,77614,2,7,31,24,19
SOCIOL 137,4656,1589,0,2,15,22,12
SOCIOL 138,4657,25214,0,0,3,3,5
SOCIOL 147,4661,94147,0,0,3,8,9
SOCIOL 150,4664,31834,0,0,4,9,9
SOCIOL 152,4665,96881,0,0,3,8,13
SOCIOL 156,4667,8958,3,7,8,4,3
SOCIOL 164,4672,64978,0,1,5,8,5
SOCIOL 169,4675,17367,0,0,1,2,28
SOCIOL 170,4676,65007,0,0,4,14,7
SOCIOL 172,4678,51199,1,1,4,13,10
SOCIOL 180,4683,38367,0,1,4,5,6
SOCIOL 190,4686,21,7,15,62,147,135
SOCIOL 197,4687,24842,0,1,1,6,1
SOCIOL 202,4688,4117,0,1,2,7,0
SOCIOL 208,4694,6080,0,2,2,3,1
SOCIOL 209,4695,1198,1,3,2,6,0
SOCIOL 224,4700,8202,0,0,1,2,3
SOCIOL 235,4704,80114,0,0,0,3,3
SOCIOL 24,4627,9417,3,8,18,7,7
SOCIOL 243,4708,2022,0,0,1,1,5
SOCIOL 248,4709,8035,0,0,0,0,7
SOCIOL 254,4710,80085,0,0,0,2,11
SOCIOL 255,4711,3839,0,0,0,5,5
SOCIOL 263,4712,82536,0,0,0,2,4
SOCIOL 43,4630,9625,1,9,20,41,19
SOCIOL 95,4632,136,0,0,2,2,2
SOCIOL 97,4633,5079,0,0,5,11,18
SOCIOL 98Ga,4636,67322,0,0,1,1,1
SOCIOL 98Gb,5329,86469,0,0,2,3,1
SOCIOL 98Ha,4638,57732,0,1,3,1,3
SOCIOL 98M,4642,18222,0,0,1,3,4
SOC-STD 10b,4596,5097,0,8,16,35,26
SOC-STD 40,4597,476,0,0,2,5,11
SOC-STD 98cl,4600,7389,0,0,0,7,2
SOC-STD 98jl,4603,8965,1,4,1,2,0
SOC-STD 98kg,4605,37,0,0,0,2,2
SOC-STD 98lf,4606,68748,0,0,0,2,8
SOC-STD 98mg,4610,67986,0,1,3,1,4
SOC-STD 98nc,4613,98561,0,0,0,4,1
SOC-STD 98ni,4617,31346,0,0,1,2,4
SOC-STD 98np,4618,62175,0,0,6,1,2
SOC-STD 98nq,4619,49314,0,0,0,2,7
SOC-STD 98ns,4620,95758,0,0,2,1,3
SOC-STD 98nt,4621,12899,0,0,1,3,2
SOC-STD 98ny,10600,85576,0,1,0,2,6
SOC-WORLD 13,2032,5373,0,0,4,8,8
SOC-WORLD 14,2033,9910,1,3,20,55,52
SOC-WORLD 18,2035,4588,0,1,4,6,3
SOC-WORLD 24,2039,92634,1,4,30,58,71
SOC-WORLD 31,2046,80232,0,0,1,6,8
SOC-WORLD 33,2047,9691,0,7,12,29,19
SOC-WORLD 44,2057,70642,2,12,34,25,6
SOC-WORLD 49,2062,29129,1,2,5,16,28
SPANSH 124,4497,1378,1,0,5,6,8
SPANSH 152,4500,215,0,1,2,7,3
SPANSH 181,4503,91471,0,0,1,1,1
SPANSH 243,4507,3129,0,0,1,4,2
SPANSH 30,4478,479,0,7,19,35,33
SPANSH 40,4479,9393,0,1,8,18,30
SPANSH 50,4480,6794,0,1,13,29,23
SPANSH 59,4481,8789,0,0,3,8,7
SPANSH 61n,4483,17538,0,1,2,2,21
SPANSH 62,4484,99782,0,0,0,1,4
SPANSH 90c,4489,39949,0,1,2,7,1
SPANSH 97,4493,2315,0,0,0,0,14
SPANSH Aa,4473,507,0,0,3,6,23
SPANSH Ab,4474,3328,0,10,37,42,46
SPANSH Acd,4475,5577,0,0,0,0,6
SPANSH C,4477,5819,0,3,20,40,29
SPOL 303qc,4594,56297,0,0,1,1,4
STAT 100,4827,3808,0,1,4,4,12
STAT 104,4829,4582,8,25,131,234,149
STAT 107,4830,76433,2,10,58,67,59
STAT 111,4832,1836,6,15,27,38,7
STAT 115,4833,9776,0,1,4,0,0
STAT 123,4834,71785,1,5,13,46,56
STAT 140,4838,7112,0,1,6,4,4
STAT 149,4839,6617,0,1,3,6,10
STAT 171,4842,4180,3,5,19,19,14
STAT 211,4844,1946,0,0,1,7,13
STAT 215,4846,29169,0,0,2,1,1
STAT 221,4848,5959,0,3,10,7,9
STAT 225,4849,6499,0,0,2,4,7
STAT 242,4854,27674,0,0,0,3,3
STAT 245,4856,3488,0,1,0,0,9
STAT 285r,4859,512,0,1,2,2,9
STAT 303hf,4862,3545,0,0,1,2,3
STAT 311,4864,826,0,0,2,0,6
STAT 341,4870,9827,0,0,0,0,2
STAT 366,4872,65544,0,0,2,2,4
STAT 392hf,4873,44383,0,0,0,1,5
STAT 98,4825,14706,0,0,0,2,10
SWAHILI 101br,99,7746,0,0,1,3,3
SWAHILI A,96,1878,0,3,2,6,5
SWAHILI B,97,3442,0,0,1,3,2
SWEDISH Ab,2142,69695,0,0,1,2,8
SYSTBIO 301qc,4946,31854,0,1,1,4,0
TAM 101b,4779,93991,0,0,0,0,2
TAM 102b,4781,57576,0,0,0,1,1
THI 102b,4787,3751,0,0,0,0,2
THI 103br,4789,7593,0,0,0,2,0
TIBET 101b,4793,5299,0,0,0,0,3
TIBET 104br,4797,7026,0,0,0,0,1
TIBET 105br,4799,1151,0,0,0,1,0
TIBET 219r,4802,9500,0,0,0,0,2
TIBET 230,4804,92097,0,0,1,1,3
TURKISH 121,3891,14198,0,0,0,2,3
TURKISH 130b,5322,4354,0,0,1,1,2
TURKISH 140b,3895,8298,0,0,0,1,3
TURKISH A,3888,2527,0,0,1,5,2
TWI 101br,103,28,0,0,1,0,0
TWI A,100,23,0,1,1,0,2
TWI B,101,25,0,0,0,0,0
URD 101,4811,4078,0,0,2,5,9
URD 102,4812,2941,0,0,1,3,3
URD 103b,4814,4615,0,0,0,2,3
URD 91r,4810,99557,0,0,0,0,1
US-WORLD 20,2071,1489,1,2,9,12,20
US-WORLD 26,2074,64666,7,18,48,71,32
US-WORLD 29,2076,3243,1,2,17,20,14
US-WORLD 34,2081,43416,0,1,8,18,36
UYGHUR 120B,919,4234,0,1,0,0,0
UYGHUR 91r,5279,18572,0,0,0,0,0
VES 10a,5142,6945,0,0,1,2,10
VES 10br,5143,57371,0,0,1,1,6
VES 123r,5192,7463,0,0,0,1,5
VES 125,5194,27157,0,0,2,2,5
VES 136f,5336,64638,0,0,0,1,2
VES 146r,5202,5743,0,0,0,0,8
VES 150br,5205,3934,0,0,0,0,6
VES 153br,5210,3477,0,0,0,0,9
VES 165,5220,8258,0,0,2,2,1
VES 170,5223,8352,0,0,1,1,8
VES 18,5145,77946,0,0,0,3,7
VES 181,5229,648,1,0,1,5,0
VES 183,5231,71745,0,2,0,3,8
VES 185x,5233,1575,0,0,1,1,3
VES 188c,5337,34766,0,0,0,4,4
VES 191e,5237,41531,0,0,0,2,1
VES 195g,5240,59802,0,0,1,3,8
VES 24,5149,78679,0,0,1,1,8
VES 270,5242,1741,0,0,0,0,5
VES 287,5246,33084,1,0,0,1,5
VES 39,5335,25257,0,0,0,0,3
VES 40a,5153,2010,0,0,0,5,14
VES 41a,5155,705,0,1,1,1,6
VES 41br,5156,9484,1,4,2,2,1
VES 50,5158,4907,0,0,0,1,7
VES 51a,5159,7526,0,0,0,0,5
VES 52r,5160,87233,0,0,0,3,4
VES 55g,5163,56638,0,1,1,5,4
VES 59,5167,90016,0,0,3,3,3
VES 71,5176,1971,0,0,3,4,1
VES 83,5180,93053,0,0,1,2,3
VES 96r,5184,7299,0,0,1,1,6
VES 99,5187,5141,0,1,3,6,7
VIETNAM Bb,922,9940,0,1,0,3,3
VIROLOGY 201,3471,1190,0,1,3,2,0
VIROLOGY 301qc,3474,33563,0,0,0,2,6
WELSH 129r,464,4694,0,0,1,0,0
WOMGEN 1168,4909,72986,1,7,20,29,39
WOMGEN 1200hw,5331,43076,0,0,3,6,7
WOMGEN 1210ft,4912,5590,0,0,1,6,4
WOMGEN 1234,4916,12567,0,1,1,1,9
WOMGEN 1236,4917,53601,0,0,0,1,4
WOMGEN 1322,4925,3232,0,0,0,0,2
WOMGEN 1464,4934,55183,0,0,0,4,2
WOMGEN 1466,4935,79196,0,0,0,1,0
WOMGEN 1500,4936,72605,0,1,3,0,0
WOMGEN 2000,4937,9620,0,0,1,2,6
WOMGEN 97,4903,7217,0,3,4,2,8
WOMGEN 99b,4906,5847,0,0,1,0,0
YIDDISH A,3900,4623,0,0,0,1,2
YORUBA 101br,107,35,0,0,1,1,1
YORUBA A,104,29,0,0,1,2,0
YORUBA B,105,31,0,0,0,1,1
ENGLISH 90ga,1497,27098,0,0,0,0,2
HIST 72b,2325,9970,0,0,1,2,0
ENGLISH 90sb,1512,3487,0,0,0,0,3
AESTH&INTP 13,1894,460,4,5,12,8,3
AESTH&INTP 14,1895,7613,0,0,3,6,4
AESTH&INTP 23,1901,1086,0,2,3,3,7
AESTH&INTP 24,1902,144,1,5,7,27,21
AESTH&INTP 33,1908,7862,1,2,12,17,26
AESTH&INTP 35,1910,8798,0,0,3,4,6
AESTH&INTP 39,1914,7777,2,1,5,12,1
AESTH&INTP 51,1925,49715,1,2,2,5,8
AESTH&INTP 56,10851,44278,0,5,20,29,29
AESTH&INTP 57,10852,85078,7,32,58,63,36
AFRAMER 108x,10634,23117,0,0,0,3,1
AFRAMER 109,38,41141,0,0,2,3,2
AFRAMER 11,2,9428,0,2,9,17,8
AFRAMER 112,10635,1962,0,0,6,3,13
AFRAMER 120x,45,73581,0,0,1,5,4
AFRAMER 121,10636,6238,0,0,3,6,1
AFRAMER 139y,10638,88554,0,0,2,4,13
AFRAMER 141x,10640,26136,0,0,0,3,7
AFRAMER 153,57,23973,1,6,12,7,3
AFRAMER 159x,10641,67951,0,0,0,4,9
AFRAMER 16,4,73035,0,0,2,5,11
AFRAMER 178,68,39051,0,0,4,9,5
AFRAMER 182,72,7973,3,24,66,72,27
AFRAMER 186x,74,22059,0,1,1,11,9
AFRAMER 187,75,94,0,0,0,0,4
AFRAMER 20,5,2048,1,3,10,11,1
AFRAMER 209a,81,56306,0,1,1,4,14
AFRAMER 301,86,3120,0,1,1,1,2
AFRAMER 90r,6,7010,0,0,0,4,1
AFRAMER 90r.a,7,44149,0,1,1,2,3
AFRAMER 90r.a1,10628,97322,0,0,0,1,4
AFRAMER 90r.a2,11414,72814,0,0,0,0,1
AFRAMER 90r.b,8,59256,0,0,0,0,1
AFRAMER 90r.d,10,22841,0,0,0,0,1
AFRAMER 90r.g,12,68162,0,0,1,3,5
AFRAMER 90r.h,13,83269,0,0,0,1,0
AFRAMER 90r.i,14,31747,0,2,2,6,6
AFRAMER 90r.j,15,98376,0,0,0,0,5
AFRAMER 90r.m,17,10439,0,0,0,1,0
AFRAMER 90r.n,11417,77068,0,0,0,0,2
AFRAMER 90r.o,18,25546,0,0,1,0,0
AFRAMER 90r.q,20,40653,0,0,0,1,6
AFRAMER 90r.u,23,46375,0,1,0,1,1
AFRAMER 90r.v,24,40174,0,0,1,0,1
AFRAMER 90r.x,26,81159,0,1,0,3,0
AFRAMER 90r.z,5268,85266,0,0,0,0,1
AMSTUDIES 201,2540,6797,0,0,0,3,4
ANTHRO 1010,120,8727,0,5,20,17,17
ANTHRO 1040,10647,1837,1,1,6,5,1
ANTHRO 1170,141,3706,0,0,0,1,1
ANTHRO 1175,142,1022,0,0,2,1,2
ANTHRO 1230,11291,54188,0,0,1,1,0
ANTHRO 1400,147,53142,0,0,0,5,12
ANTHRO 1495,148,43639,0,0,2,3,7
ANTHRO 1600,149,8296,1,5,10,4,2
ANTHRO 1614,10649,13702,0,0,1,6,2
ANTHRO 1640,152,5844,0,1,2,4,2
ANTHRO 1710,158,3793,2,6,6,13,8
ANTHRO 1723,11292,53821,1,0,1,3,2
ANTHRO 1795,170,7265,0,1,2,4,5
ANTHRO 1832ar,10654,56332,0,0,0,3,0
ANTHRO 1836br,174,6213,0,0,0,1,2
ANTHRO 1923,10658,34485,0,0,0,1,5
ANTHRO 1936,10659,79416,0,0,1,3,2
ANTHRO 2022,10660,80064,0,0,0,2,1
ANTHRO 2070a,191,4634,0,0,0,1,2
ANTHRO 2110r,10662,7276,0,0,0,0,1
ANTHRO 2250b,200,64588,0,0,2,0,2
ANTHRO 2650a,212,1752,1,2,2,3,1
ANTHRO 2704,219,4411,0,0,0,0,3
ANTHRO 2706,220,87741,0,0,1,4,2
ANTHRO 2713,159,91647,0,1,1,1,4
ANTHRO 2727,10667,86635,1,0,0,4,1
ANTHRO 2864,10669,91383,0,0,1,2,2
ANTHRO 3200,11294,36774,0,0,0,0,1
ANTHRO 98za,116,4503,0,1,4,12,8
APCOMP 209,10721,46831,1,5,9,19,7
APCOMP 275,1110,18739,0,2,2,2,0
APMTH 101,1116,3350,1,1,9,25,5
APMTH 104,1117,7732,0,1,8,5,6
APMTH 115,1122,1768,1,5,14,23,6
APMTH 140r,10724,30645,0,1,2,1,2
APMTH 147,1125,7708,2,2,7,3,1
APMTH 201,1126,3241,4,8,4,7,2
APMTH 205,1128,1370,4,5,7,18,9
APMTH 21a,1111,6395,1,13,43,48,12
APPHY 195,1149,1842,0,0,2,1,2
APPHY 225,1153,5298,0,2,2,8,2
APPHY 282,1156,5737,0,1,2,1,4
APPHY 293,1160,6796,0,0,0,0,1
APPHY 294hfr,1161,4924,0,0,0,0,1
APPHY 50a,1147,77155,9,16,32,21,5
ARABIC 130a,3741,4591,0,1,0,2,1
ARABIC 131a,3743,739,0,0,0,4,17
ARABIC 133,3746,4747,0,0,0,3,3
ARABIC 241ar,3754,3309,0,0,0,3,10
ARABIC 242ar,3756,44568,0,0,0,3,2
ARABIC 243ar,11048,41216,1,1,3,5,2
ARABIC 249r,3762,3572,0,0,0,1,6
ARABIC A,3738,5773,1,1,13,20,28
ARABIC Ba,3739,1106,1,1,9,20,18
ASTRON 17,263,22304,1,5,5,9,3
ASTRON 2,261,2179,1,0,0,3,4
ASTRON 200,271,8993,0,0,0,5,3
ASTRON 202a,278,8237,0,0,1,5,10
ASTRON 215hf,10670,38496,0,0,0,3,0
ASTRON 218,280,2883,0,0,0,0,2
ASTRON 300,284,7915,0,0,0,2,6
ASTRON 301hf,285,5224,0,1,2,2,3
ASTRON 91r,264,1545,0,0,0,0,1
ASTRON 98,265,3121,0,0,1,7,6
ASTRON 99,266,5413,0,0,0,3,0
BBS 230,2938,36968,0,5,17,24,9
BBS 301,2939,77888,0,0,1,3,1
BCMP 200,2942,5591,1,9,18,19,7
BCMP 218,2945,2049,0,0,0,2,5
BCMP 230,2947,1295,0,0,3,6,2
BCMP 308qc,2955,21552,0,0,0,2,1
BCS Ar,11137,85146,0,0,0,3,0
BCS Br,11138,19497,0,0,0,0,1
BCS Cr,11139,18037,0,0,0,0,3
BE 110,1217,8197,2,5,13,7,3
BE 121,1218,8439,0,0,0,1,0
BIOPHYS 170,328,3598,0,0,0,7,3
BIOSTAT 230,409,6183,0,3,6,3,0
BIOSTAT 232,411,131,0,0,4,8,1
BIOSTAT 235,413,7549,0,0,2,3,4
BIOSTAT 249,417,759,0,0,1,7,4
BIOSTAT 250,418,5076,0,0,2,2,5
BPH 301,300,1152,0,0,2,4,5
BPH 309qc,307,63523,0,0,0,0,6
BPH 310qc,308,61482,0,0,0,3,2
COMPSCI 283,1279,4475,0,0,2,6,10
COMPSCI 284r,10730,74473,0,0,2,5,4
COMPSCI 285,1280,1060,0,0,0,3,4
COMPSCI 61,1226,3461,1,0,13,38,38
CULTR&BLF 16,1933,6753,0,4,14,11,3
CULTR&BLF 22,1938,3915,24,52,57,64,24
CULTR&BLF 25,1941,1316,0,2,7,17,18
CULTR&BLF 27,1943,2338,0,2,5,8,10
CULTR&BLF 28,1944,24091,0,0,5,11,5
CULTR&BLF 39,1953,9783,0,1,6,29,31
CULTR&BLF 47,1960,8691,1,5,19,47,34
CULTR&BLF 49,1962,7442,0,1,14,21,29
CULTR&BLF 50,1963,88659,6,16,43,64,38
CULTR&BLF 57,10853,25057,0,2,2,5,7
CULTR&BLF 59,10855,26897,0,0,11,19,18
CZCH A,4523,2173,0,0,1,0,6
CZCH B,4525,6028,0,0,0,0,1
CZCH Cr,4527,847,0,0,0,0,1
DRAMA 101,640,845,0,0,0,4,2
DRAMA 105,641,7592,0,0,0,2,5
DRAMA 110,643,3321,0,0,0,0,19
DRAMA 114,646,8994,0,0,0,3,11
DRAMA 119,651,8900,1,0,1,3,5
DRAMA 130r,653,8160,0,0,1,2,6
DRAMA 168x,5252,71934,0,0,1,6,3
DRAMA 169x,10687,89458,0,0,1,5,10
E&M-REASON 17,1974,2508,0,0,3,9,31
E&M-REASON 20,1977,4667,0,8,31,55,18
E&M-REASON 21,1978,94176,0,0,0,1,6
E&M-REASON 22,10856,73179,7,25,42,25,11
EABS 241,812,57596,0,0,0,2,6
EAFM 110,1834,64089,0,0,2,3,6
EAFM 115,10698,87883,0,0,0,1,3
EAFM 204,10701,80341,0,0,0,2,4
EAFM 220,10703,93879,0,0,0,1,5
EASTD 107,10704,84284,0,1,1,4,1
EASTD 140,837,856,0,0,0,1,9
EASTD 98b,825,8288,0,0,0,1,6
EASTD 98d,826,4800,0,0,1,1,6
ECON 1010a1,953,58552,31,74,117,40,10
ECON 1011a,956,7230,1,1,13,29,28
ECON 1018,959,1775,2,3,8,10,10
ECON 1052,963,2634,1,0,3,7,4
ECON 10a,930,3660,19,104,279,236,69
ECON 1123a1,968,813,1,20,76,43,10
ECON 1123a1,968,813,1,6,3,3,0
ECON 1357,975,7554,1,2,8,9,4
ECON 1432,985,29276,0,4,6,18,11
ECON 1490,989,35497,1,1,6,11,10
ECON 1545,995,5166,0,0,1,8,14
ECON 1723,1000,1917,0,2,11,30,37
ECON 1776,1003,30419,2,14,44,48,28
ECON 1936,1008,14325,1,0,0,8,5
ECON 2001,1009,8732,0,0,0,1,1
ECON 2010a,1011,8656,0,0,9,14,6
ECON 2010c,1013,4431,0,1,5,19,8
ECON 2020a,1015,339,0,0,7,15,11
ECON 2030,1017,3828,0,0,2,11,10
ECON 2040,1018,8485,1,0,1,7,5
ECON 2059,1025,3825,0,0,0,2,4
ECON 2060,1026,1404,0,0,4,1,2
ECON 2080,1028,6576,0,0,1,3,5
ECON 2110,1034,7213,1,7,14,14,4
ECON 2142,1037,4414,0,1,5,4,0
ECON 2149,1040,7236,0,0,0,2,6
ECON 2325,1042,8510,0,0,0,3,5
ECON 2390b,1049,2990,1,4,2,8,1
ECON 2390dhf,1051,1926,0,0,1,0,0
ECON 2412a,1055,47596,0,0,0,1,2
ECON 2450a,1060,1339,0,0,0,4,20
ECON 2480,1064,6834,0,0,0,0,3
ECON 2530a,1066,4537,0,0,5,2,3
ECON 2610,1070,3766,0,0,1,4,2
ECON 2723,1077,2847,0,0,0,11,8
ECON 2725,1078,1427,0,0,0,2,4
ECON 2770hf,1082,1379,0,0,0,0,1
ECON 2810a,1083,4862,0,0,3,5,5
ECON 2812hf,1086,230,0,0,0,1,6
ECON 980aa,11296,70805,2,3,2,4,7
ECON 980p,10716,17382,0,2,2,5,1
ECON 980q,935,7220,0,1,0,5,12
ECON 980s,10717,53797,0,0,0,3,2
ECON 985k,946,871,0,0,2,2,3
ECON 985l,947,94962,0,1,1,3,5
ECON 985m,948,23048,1,3,4,1,2
ECON 985n,949,43294,0,0,0,0,2
ECON 985o,950,98646,0,0,0,4,3
ECON 985p,951,26105,0,0,1,2,1
ENGLISH 102b,10756,27448,0,1,2,1,4
ENGLISH 110,10758,3983,0,2,3,7,21
ENGLISH 111,1524,12235,0,0,4,3,15
ENGLISH 157,1530,4786,0,1,11,25,33
ENGLISH 158a,10763,53604,0,1,1,4,3
ENGLISH 166,1531,18436,0,2,10,21,14
ENGLISH 168d,1532,8250,2,1,19,25,12
ENGLISH 171b,10766,84127,0,0,0,2,4
ENGLISH 182,1537,3189,0,4,18,31,34
ENGLISH 199a,10770,44265,0,0,1,4,14
ENGLISH 215,10772,24594,0,0,0,0,3
ENGLISH 216,10773,30579,0,0,0,0,4
ENGLISH 219,10774,46106,0,0,0,3,2
ENGLISH 250,10776,21903,0,0,0,2,3
ENGLISH 264x,10779,2714,0,0,1,0,8
ENGLISH 279,10781,42451,0,1,1,1,6
ENGLISH 350,5294,8208,0,0,2,1,0
ENGLISH 40,1480,62547,0,2,5,4,4
ENGLISH 43,1482,46007,0,4,6,11,9
ENGLISH 54,10737,5274,0,0,3,11,14
ENGLISH 60,1486,65252,0,0,1,5,9
ENGLISH 90dm,10742,86925,0,1,0,2,7
