,title,description,prerequisites,fall,spring,department_id,number,course_id,year,term,Enrollment,Evaluations,ResponseRate,CourseOverall,Materials,Assignments,Feedback,Section,Workload,Difficulty,WouldYouRecommend
2267,Drawing 1--The Language of Drawing,"A studio course to build the skills of drawing incrementally and expand students' visual vocabulary. Drawings will be made from life, photographs and invention. Emphasis will be placed on enhancing our observational sensibilities, focusing on all aspects of technical development, particularly the importance of line. Assignments will delve into the development of abstract and conceptual principles, and introduce specialized systems of rendering and notation. The aim is to expand drawing skills with intention and purpose.",This class is for beginners or anyone furthering their skill level.,N,Y,162,VES 10A,5142,2014,2,16.0,12.0,75.0,4.8,4.6,4.8,4.3,,5.4,-1.0,4.8
2268,Advanced Algebraic Topology,"Continuation of Mathematics 231a. Vector bundles and characteristic classes. Bott periodicity. K-theory, cobordism and stable cohomotopy as examples of cohomology theories.",Recommended: Knowledge of the material in Mathematics 231a.,N,Y,81,MATH 231BR,2889,2015,2,33.0,16.0,48.48,4.5,4.0,4.3,3.9,5.0,9.2,-1.0,4.6
2269,Advanced Algebraic Topology,"Continuation of Mathematics 231a. Vector bundles and characteristic classes. Bott periodicity. K-theory, cobordism and stable cohomotopy as examples of cohomology theories.",Recommended: Knowledge of the material in Mathematics 231a.,N,Y,81,MATH 231BR,2889,2014,2,25.0,11.0,44.0,4.5,4.6,4.7,4.0,4.8,11.4,-1.0,4.4
2270,"Literature, Oratory, Popular Music and the Politics of Liberation","Against the historic background of the civil rights struggles in the United States and the decolonizing liberation struggles in Africa and the Caribbean, this course explores how utopian or emancipatory aspirations in diverse genres and media like literature, oratory, and popular music impact people of different racial groups, gendered identities and social classes. Among the authors, public intellectuals and performers whose works we will explore are Ralph Ellison and James Brown, Wole Soyinka and Fela Kuti, Derek Walcott and Bob Marley, and Toni Morrison and Aretha Franklin.",,N,Y,1,AFRAMER 137,51,2015,2,13.0,11.0,84.62,3.6,4.6,3.7,3.3,4.8,3.9,-1.0,3.9
2271,"Literature, Oratory, Popular Music and the Politics of Liberation","Against the historic background of the civil rights struggles in the United States and the decolonizing liberation struggles in Africa and the Caribbean, this course explores how utopian or emancipatory aspirations in diverse genres and media like literature, oratory, and popular music impact people of different racial groups, gendered identities and social classes. Among the authors, public intellectuals and performers whose works we will explore are Ralph Ellison and James Brown, Wole Soyinka and Fela Kuti, Derek Walcott and Bob Marley, and Toni Morrison and Aretha Franklin.",,N,Y,1,AFRAMER 137,51,2014,2,7.0,3.0,42.86,4.7,5.0,5.0,4.0,,4.7,-1.0,4.7
2272,"Poverty, Race, and Health","This course critically examines the health status of the poor, and of African Americans and other socially disadvantaged racial and ethnic groups in the US. Attention will be focused on the patterned ways in which the health of these groups is embedded in the social, cultural, political, and economic contexts, and arrangements of US society. Topics covered include the meaning and measurement of race, the ways in which racism affects health, the historic uses of minorities in medical research, how acculturation and migration affects health, and an examination of the specific health problems that disproportionately affect nondominant racial groups.",,N,Y,1,AFRAMER 197,80,2015,2,12.0,7.0,58.33,4.4,4.1,4.4,3.6,,3.0,-1.0,4.4
2273,Introduction to Algebraic Geometry I,"Introduction to complex algebraic curves, surfaces, and varieties.",Recommended: Knowledge of the material in Mathematics 123 and 132 and 137.,Y,N,81,MATH 232A,2890,2015,1,11.0,7.0,63.64,4.0,3.3,4.4,4.0,5.0,9.2,-1.0,4.0
2274,Introduction to Algebraic Geometry I,"Introduction to complex algebraic curves, surfaces, and varieties.",Recommended: Knowledge of the material in Mathematics 123 and 132 and 137.,Y,N,81,MATH 232A,2890,2015,1,11.0,7.0,63.64,4.0,3.3,4.4,4.0,5.0,9.2,-1.0,4.0
2275,Introduction to Political Science Research Methods,"This class will introduce students to techniques used for research in the study of politics. Students will learn to think systematically about research design and causality, how data and theory fit together, and how to measure the quantities we care about. Students will learn a `toolbox' of methods---including statistical software---that enable them to execute their research plans. This class is highly recommended for those planning to write a senior thesis.",,N,Y,70,GOV 50,2153,2015,2,79.0,55.0,69.62,3.0,3.3,3.4,3.5,4.1,4.7,-1.0,3.3
2276,Algebraic Geometry II,The course will cover the classification of complex algebraic surfaces.,Recommended: Knowledge of the material in Mathematics 232a.,N,Y,81,MATH 232BR,2891,2015,2,7.0,2.0,28.57,5.0,4.5,5.0,4.5,5.0,6.0,-1.0,5.0
2277,Algebraic Geometry II,The course will cover the classification of complex algebraic surfaces.,Recommended: Knowledge of the material in Mathematics 232a.,N,Y,81,MATH 232BR,2891,2014,2,9.0,1.0,11.11,5.0,5.0,5.0,5.0,5.0,6.0,-1.0,5.0
2278,Language Universals,"Provides an introduction to the study of cross-linguistic variation and analyzes alternative approaches to language universals (functional explanations, processing explanations, explanations in terms of universal grammar). Topics to be studied include word order, case marking, agreement, lexical categories, subject-hood, and information structure. Sampling techniques and the use of hierarchies will also be covered.",Recommended: Linguistics 102 or permission of instructor.,Y,N,80,LING 148,2798,2014,2,6.0,5.0,83.33,4.2,4.0,4.2,3.2,,6.6,-1.0,4.0
2279,Thesis Tutorial in Social Anthropology - Senior Year,"This is a full year research and writing seminar limited to senior honors candidates. The course is intended to provide students with practical guidance and advice during the thesis writing process through structured assignments and peer feedback on work-in-progress. It is intended to supplement not replace faculty thesis advising (with the requirement of consulting regularly with the advisor built into the assignments) and, most importantly, allow students to share their work and experiences with other thesis writers in a collegial and supportive environment. The seminar will be run jointly by the Department of Anthropology Assistant Director of Undergraduate Studies and the Writing Tutor. Part one of a two part series.",,Y,N,6,ANTHRO 99ZA,119,2015,1,13.0,12.0,92.31,4.1,4.7,4.2,4.2,4.6,8.6,-1.0,4.2
2280,Thesis Tutorial in Social Anthropology - Senior Year,"This is a full year research and writing seminar limited to senior honors candidates. The course is intended to provide students with practical guidance and advice during the thesis writing process through structured assignments and peer feedback on work-in-progress. It is intended to supplement not replace faculty thesis advising (with the requirement of consulting regularly with the advisor built into the assignments) and, most importantly, allow students to share their work and experiences with other thesis writers in a collegial and supportive environment. The seminar will be run jointly by the Department of Anthropology Assistant Director of Undergraduate Studies and the Writing Tutor. Part one of a two part series.",,Y,N,6,ANTHRO 99ZA,119,2015,1,13.0,12.0,92.31,4.1,4.7,4.2,4.2,4.6,8.6,-1.0,4.2
2281,Methods in Book History: Graduate Seminar,Introduces students to methods and debates in the history of the book and of reading.,,Y,N,52,ENGLISH 259,1547,2015,1,7.0,5.0,71.43,5.0,5.0,5.0,5.0,5.0,11.2,-1.0,5.0
2282,Methods in Book History: Graduate Seminar,Introduces students to methods and debates in the history of the book and of reading.,,Y,N,52,ENGLISH 259,1547,2015,1,7.0,5.0,71.43,5.0,5.0,5.0,5.0,5.0,11.2,-1.0,5.0
2283,Science Fiction,"High points, innovations, and explorations in science fiction as a prose genre from the late 19th century to the present: likely readings include Mark Twain, H. G. Wells, Charlotte Perkins Gilman, Robert A. Heinlein, James Tiptree, Jr. (Alice Sheldon), Octavia Butler, William Gibson, Cordwainer Smith, Richard Powers, and more. (Not a course in television or film.)",,Y,N,52,ENGLISH 182,1537,2015,1,70.0,61.0,87.14,4.4,4.6,4.4,4.5,4.4,6.6,-1.0,4.4
2284,Science Fiction,"High points, innovations, and explorations in science fiction as a prose genre from the late 19th century to the present: likely readings include Mark Twain, H. G. Wells, Charlotte Perkins Gilman, Robert A. Heinlein, James Tiptree, Jr. (Alice Sheldon), Octavia Butler, William Gibson, Cordwainer Smith, Richard Powers, and more. (Not a course in television or film.)",,Y,N,52,ENGLISH 182,1537,2015,1,70.0,61.0,87.14,4.4,4.6,4.4,4.5,4.4,6.6,-1.0,4.4
2285,Mapping Social and Environmental Space,"This seminar will use mapping as a methodological technique to examine social and environmental issues. Students will be expected to use mapping software to examine spatial data for a location and topic of their choice for their final paper. Weekly discussions will be conducted in class on various mapping related topics. References will range from books like ""How to lie with Maps"" to current journal articles examining the use of GIS in social science.",,N,Y,70,GOV 94DN,2163,2015,2,6.0,4.0,66.67,2.0,4.2,3.5,3.2,,2.0,-1.0,2.2
2286,Kant's Ethical Theory,"A study of Kant's moral philosophy, based primarily on the Groundwork of Metaphysics of Morals, the Critique of Practical Reason, and The Metaphysics of Morals.",,N,Y,122,PHIL 168,4063,2015,2,53.0,39.0,73.58,4.4,4.7,4.4,4.1,4.0,5.5,-1.0,4.3
2287,History and Freedom in German Idealism,"The high period of German Idealism (from 1781, the date of the publication of Kant's Critique of Pure Reason, to the death of Hegel in 1831) is one of the most revolutionary in the history of philosophy. We shall study the period using the central ideas of history and freedom as our guide and trace how modern ideas regarding freedom, the self, and the historical character of knowledge have their origins in the Idealists' thought.",,Y,N,70,GOV 1052,2202,2015,1,6.0,5.0,83.33,4.6,4.8,4.6,4.5,4.5,6.2,-1.0,4.4
2288,History and Freedom in German Idealism,"The high period of German Idealism (from 1781, the date of the publication of Kant's Critique of Pure Reason, to the death of Hegel in 1831) is one of the most revolutionary in the history of philosophy. We shall study the period using the central ideas of history and freedom as our guide and trace how modern ideas regarding freedom, the self, and the historical character of knowledge have their origins in the Idealists' thought.",,Y,N,70,GOV 1052,2202,2015,1,6.0,5.0,83.33,4.6,4.8,4.6,4.5,4.5,6.2,-1.0,4.4
2289,Ethical Foundations of Political Thought,"This class will cover areas of contemporary moral philosophy (for instance, utilitarianism, freedom, the nature of value, consent, well-being and desert) that are of particular relevance to political theorists.",,Y,N,70,GOV 2088,2260,2015,1,14.0,11.0,78.57,4.1,4.6,4.1,4.2,4.5,6.7,-1.0,4.2
2290,Ethical Foundations of Political Thought,"This class will cover areas of contemporary moral philosophy (for instance, utilitarianism, freedom, the nature of value, consent, well-being and desert) that are of particular relevance to political theorists.",,Y,N,70,GOV 2088,2260,2015,1,14.0,11.0,78.57,4.1,4.6,4.1,4.2,4.5,6.7,-1.0,4.2
2291,20th-Century American Poetry: Seminar,"This course attends to the work of several American poets whose careers span much of the second half of the 20th century. Poets include Elizabeth Bishop, James Wright, Randall Jarrell, Adrienne Rich, A.R.Ammons, Frank O'Hara, John Ashbery, and others.",,N,Y,52,ENGLISH 90QP,1511,2014,2,14.0,12.0,85.71,4.9,5.0,5.0,5.0,5.0,5.9,-1.0,5.0
2292,Advanced Topics in Robotics Research,A graduate seminar course on advanced topics in robotics research. Students read and present research papers and undertake a research project. Spring 2016 will focus on microfabrication and microrobotics.,"Recommended: Engineering Sciences 159/259 or equivalent, or permission of instructor.",N,Y,51,ENG-SCI 252R,1381,2015,2,8.0,6.0,75.0,4.8,4.4,4.8,4.8,,6.8,-1.0,5.0
2293,Sophomore Tutorial: The Black Atlantic,"This course uses the concept of the &ldquo;Black Atlantic&rdquo; as a way to explore key theoretical issues in African, African American, and Caribbean Studies. Interdisciplinary readings will examine the making and the construction of race through different perspectives and experiences. The course is structured in three parts. Part I deals with Critical Race Theory and the &ldquo;Black Atlantic,&rdquo; seen as a conceptual space as well as a physical space of history formation. Part II looks at Colonial and Postcolonial discourses on race and identity formation in diasporic and colonial settings. Part III explores &ldquo;Contemporary Diasporas,&rdquo; focusing on contemporary immigration from Africa to the United States as well as examples of return narratives to Africa and to the Caribbean.&nbsp; Assignments will include written work and archival research.",,N,Y,1,AFRAMER 97,29,2015,2,7.0,4.0,57.14,2.0,2.8,3.0,5.0,,3.2,-1.0,3.0
2294,Sophomore Tutorial: The Black Atlantic,"This course uses the concept of the &ldquo;Black Atlantic&rdquo; as a way to explore key theoretical issues in African, African American, and Caribbean Studies. Interdisciplinary readings will examine the making and the construction of race through different perspectives and experiences. The course is structured in three parts. Part I deals with Critical Race Theory and the &ldquo;Black Atlantic,&rdquo; seen as a conceptual space as well as a physical space of history formation. Part II looks at Colonial and Postcolonial discourses on race and identity formation in diasporic and colonial settings. Part III explores &ldquo;Contemporary Diasporas,&rdquo; focusing on contemporary immigration from Africa to the United States as well as examples of return narratives to Africa and to the Caribbean.&nbsp; Assignments will include written work and archival research.",,N,Y,1,AFRAMER 97,29,2014,2,5.0,5.0,100.0,3.8,4.4,3.6,4.4,3.4,4.0,-1.0,4.0
2295,Introduction to African Studies,"This course introduces students to the general outlines of African archeology, history and geography, as well as key concepts in the study of African health, social life , economic situation, arts, and politics. Our aim is to give students a fundamental vocabulary and interdisciplinary methodology for the study of Africa. Throughout, we assume that Africa is not a unique isolate but a continent bubbling with internal diversity, historical change, and cultural connections beyond its shores. The course is open to all students who are interested in exploring various dimensions of African life and cultures in ancient and modern periods.",,Y,N,1,AFRAMER 11,2,2015,2,49.0,41.0,83.67,3.8,3.7,4.1,4.2,4.3,3.5,-1.0,4.0
2296,Linguistic Field Methods,"In our study of human language we rely on data from different, sometimes underdescribed, languages. But how do we obtain reliable data? This course provides tools for the elicitation of phonological, morphological, and syntactic information, working with a native speaker of an unfamiliar language. We focus on the practical methodology and discuss problems of data collection and grammatical description in the field, with the aim to prepare students for their own potential fieldwork.The language we will be discovering in Ling 117r Field Methods Spring 2017 is called Lugwere (or Gwere). It is an understudied Bantu language spoken in Uganda. Andrew Nalani will serve as our informant (a native speaker) to help us discover his language.",,N,Y,80,LING 117R,2792,2014,2,11.0,9.0,81.82,4.6,4.0,4.2,4.4,5.0,5.9,-1.0,4.7
2297,Prosody and Intonation,"Prosody and intonation are intricately linked to many domains of language use and linguistic structure. We examine the phonetic form of prosodic contours and intonational grouping, the function of prosody in expressing semantic and pragmatic information and in disambiguation during sentence production and comprehension, and the use of ""implicit"" prosody even in silent reading.",Linguistics 101 or permission of instructor.,N,Y,80,LING 152,2799,2014,2,10.0,8.0,80.0,4.2,4.2,3.8,3.6,4.5,2.9,-1.0,3.9
2298,"Among the Nations: Jewish History in Pagan, Christian and Muslim Context","Can we trace an ""authentic"" Jewish identity through history, as distinct from many ""cultures"" of Jews in the multitude of times and places in which they have lived? This course provides an overview of major trends in Jewish civilization from biblical times through the early modern era (to approximately the 17th century), with this and related questions in mind, by engaging in close readings of traditional Jewish sources on the one hand and seeking contextual understandings of Jews and Judaism within various non-Jewish settings on the other.",,N,Y,58,CULTBLF 27,1943,2014,2,11.0,8.0,72.73,3.5,3.5,3.4,3.9,4.5,5.0,-1.0,3.6
2299,Systems Programming and Machine Organization,"Fundamentals of computer systems programming, machine organization, and performance tuning. This course provides a solid background in systems programming and a deep understanding of low-level machine organization and design. Topics include C and assembly language programming, program optimization, memory hierarchy and caching, virtual memory and dynamic memory management, concurrency, threads, and synchronization.",Recommended: CS50 or some experience programming in C.,Y,N,50,COMPSCI 61,1226,2015,1,129.0,108.0,83.72,4.2,4.3,4.3,3.6,3.8,15.8,-1.0,4.2
2300,Systems Programming and Machine Organization,"Fundamentals of computer systems programming, machine organization, and performance tuning. This course provides a solid background in systems programming and a deep understanding of low-level machine organization and design. Topics include C and assembly language programming, program optimization, memory hierarchy and caching, virtual memory and dynamic memory management, concurrency, threads, and synchronization.",Recommended: CS50 or some experience programming in C.,Y,N,50,COMPSCI 61,1226,2015,1,129.0,108.0,83.72,4.2,4.3,4.3,3.6,3.8,15.8,-1.0,4.2
2301,The Amazing Brain,"Clinical cases have told us much about human brain function.&nbsp; This seminar will examine some of the famous neurological cases, what we have learned from them, and explore brain mechanisms.&nbsp; Included will be Broca&rsquo;s patient &ldquo;Tan&rdquo; whose case led to the identification of one of the brain&rsquo;s language areas; Phineas Gage, whose injury to a specific brain region changed his personality dramatically; and patient HM, who after brain surgery, no longer could remember things for more than a few minutes. We will expand on the cases by reading from my book Creating Mind which is an introduction to brain and mind mechanisms in language accessible to anyone who has had elementary high school science.&nbsp; Many of the chapters describe other medical cases, not as well-known as the classic cases described above, but instructive nevertheless.",Course open to Freshman Students Only,Y,N,56,FRSEMR 22M,1776,2015,1,15.0,14.0,93.33,3.6,4.1,4.2,3.6,4.0,2.0,-1.0,3.8
2302,The Amazing Brain,"Clinical cases have told us much about human brain function.&nbsp; This seminar will examine some of the famous neurological cases, what we have learned from them, and explore brain mechanisms.&nbsp; Included will be Broca&rsquo;s patient &ldquo;Tan&rdquo; whose case led to the identification of one of the brain&rsquo;s language areas; Phineas Gage, whose injury to a specific brain region changed his personality dramatically; and patient HM, who after brain surgery, no longer could remember things for more than a few minutes. We will expand on the cases by reading from my book Creating Mind which is an introduction to brain and mind mechanisms in language accessible to anyone who has had elementary high school science.&nbsp; Many of the chapters describe other medical cases, not as well-known as the classic cases described above, but instructive nevertheless.",Course open to Freshman Students Only,Y,N,56,FRSEMR 22M,1776,2015,1,15.0,14.0,93.33,3.6,4.1,4.2,3.6,4.0,2.0,-1.0,3.8
2303,The Supreme Court in U.S. History,"Often described as the world's most powerful court, the US Supreme Court has not always enjoyed high prestige or unquestioned authority. The Court's significance has waxed and occasionally waned, with the variations typically depending on surrounding currents in the nation's social and political history. Examines the history of the Court from the nation's founding to the present. Highlights relation between constitutional law and ordinary politics, and the ways in which they influence one another.",Course open to Freshman Students Only,N,Y,56,FRSEMR 40I,1858,2015,2,13.0,12.0,92.31,4.8,4.7,4.8,4.7,5.0,4.9,-1.0,4.8
2304,Introduction to Optimization: Models and Methods,"Introduction to basic mathematical ideas and computational methods for solving deterministic and stochastic optimization problems. Topics covered: linear programming, integer programming, branch-and-bound, branch-and-cut, Markov chains, Markov decision processes. Emphasis on modeling. Examples from business, society, engineering, sports, e-commerce. Exercises in AMPL, complemented by Maple or Matlab.",Recommended: Applied Mathematics 21b or Mathematics 21b (linear algebra) and some knowledge of probability and statistics at the level of Statistics 110 or Applied Mathematics 101 or permission of instructor.,Y,N,47,APMTH 121,1124,2015,1,73.0,62.0,84.93,3.8,4.0,3.8,3.5,3.9,10.3,-1.0,3.8
2305,Introduction to Optimization: Models and Methods,"Introduction to basic mathematical ideas and computational methods for solving deterministic and stochastic optimization problems. Topics covered: linear programming, integer programming, branch-and-bound, branch-and-cut, Markov chains, Markov decision processes. Emphasis on modeling. Examples from business, society, engineering, sports, e-commerce. Exercises in AMPL, complemented by Maple or Matlab.",Recommended: Applied Mathematics 21b or Mathematics 21b (linear algebra) and some knowledge of probability and statistics at the level of Statistics 110 or Applied Mathematics 101 or permission of instructor.,Y,N,47,APMTH 121,1124,2015,1,73.0,62.0,84.93,3.8,4.0,3.8,3.5,3.9,10.3,-1.0,3.8
2306,Evolutionary Human Physiology and Anatomy,"Why is the human body the way that it is? This course explores human anatomy and physiology from an integrated framework, combining functional, comparative, and evolutionary perspectives on how organisms work. Major topics, which follow a life-course framework, include embryogenesis, metabolism and energetics, growth and development, movement and locomotion, food and digestion, stress and disease, and reproduction. Also considered is the relevance of human biology to contemporary issues in human health and biology.",,Y,N,79,LIFESCI 2,2768,2015,1,118.0,106.0,89.83,3.8,3.8,3.4,3.3,3.6,8.4,-1.0,3.8
2307,Evolutionary Human Physiology and Anatomy,"Why is the human body the way that it is? This course explores human anatomy and physiology from an integrated framework, combining functional, comparative, and evolutionary perspectives on how organisms work. Major topics, which follow a life-course framework, include embryogenesis, metabolism and energetics, growth and development, movement and locomotion, food and digestion, stress and disease, and reproduction. Also considered is the relevance of human biology to contemporary issues in human health and biology.",,Y,N,79,LIFESCI 2,2768,2015,1,118.0,106.0,89.83,3.8,3.8,3.4,3.2,3.6,8.4,-1.0,3.8
2308,Introduction to Calculus,The development of calculus by Newton and Leibniz ranks among the greatest achievements of the past millennium. This course will help you see why by introducing: how differential calculus treats rates of change; how integral calculus treats accumulation; and how the fundamental theorem of calculus links the two. These ideas will be applied to problems from many other disciplines.,Recommended: A solid background in precalculus.,Y,Y,81,MATH 1A,2832,2015,2,48.0,32.0,66.67,4.1,4.3,4.0,4.1,4.2,8.0,-1.0,4.1
2309,Introduction to Calculus,The development of calculus by Newton and Leibniz ranks among the greatest achievements of the past millennium. This course will help you see why by introducing: how differential calculus treats rates of change; how integral calculus treats accumulation; and how the fundamental theorem of calculus links the two. These ideas will be applied to problems from many other disciplines.,Recommended: A solid background in precalculus.,Y,Y,81,MATH 1A,2832,2015,1,167.0,145.0,86.83,4.1,4.1,4.0,3.9,4.5,8.3,-1.0,4.1
2310,Introduction to Calculus,The development of calculus by Newton and Leibniz ranks among the greatest achievements of the past millennium. This course will help you see why by introducing: how differential calculus treats rates of change; how integral calculus treats accumulation; and how the fundamental theorem of calculus links the two. These ideas will be applied to problems from many other disciplines.,Recommended: A solid background in precalculus.,Y,Y,81,MATH 1A,2832,2014,2,45.0,38.0,84.44,3.9,4.1,3.9,3.9,4.2,8.9,-1.0,3.9
2311,Chemical Reactions and Mechanisms in the Environment,"In this course a framework of tropospheric chemistry will be generated that requires no previous knowledge of this topic. The goal is to develop an understanding of chemical and physical processes in the troposphere. Focus is on the main processes transforming emissions into the secondary pollutants that affect the environment, human health, and climate, in particular with respect to the role of anthropogenic influence. This will provide a foundation for the evaluation of the impact the newest scientific studies have on our understanding of processes that are important for the part of the atmosphere we live in.",Recommended: Mathematics and college-level courses in chemistry and physics.,Y,N,51,ENG-SCI 263,13377,2015,1,6.0,4.0,66.67,4.5,4.2,4.2,4.5,4.0,3.3,-1.0,4.2
2312,Chemical Reactions and Mechanisms in the Environment,"In this course a framework of tropospheric chemistry will be generated that requires no previous knowledge of this topic. The goal is to develop an understanding of chemical and physical processes in the troposphere. Focus is on the main processes transforming emissions into the secondary pollutants that affect the environment, human health, and climate, in particular with respect to the role of anthropogenic influence. This will provide a foundation for the evaluation of the impact the newest scientific studies have on our understanding of processes that are important for the part of the atmosphere we live in.",Recommended: Mathematics and college-level courses in chemistry and physics.,Y,N,51,ENG-SCI 263,13377,2015,1,6.0,4.0,66.67,4.5,4.2,4.2,4.5,4.0,3.3,-1.0,4.2
2313,Old Church Slavonic,"History of the first Slavic literary language, its role in Slavic civilization; phonology, morphology, syntax, and vocabulary of Old Church Slavonic; reading from canonical texts.",,Y,N,80,LING 250,2824,2015,1,7.0,4.0,57.14,3.5,4.0,4.0,4.0,,9.2,-1.0,3.8
2314,Old Church Slavonic,"History of the first Slavic literary language, its role in Slavic civilization; phonology, morphology, syntax, and vocabulary of Old Church Slavonic; reading from canonical texts.",,Y,N,80,LING 250,2824,2015,1,7.0,4.0,57.14,3.5,4.0,4.0,4.0,,9.2,-1.0,3.8
2315,Matched Sampling and Study Design,"This course provides an accessible introduction to the study of matched sampling and other design techniques in any field (e.g., economics, education, epidemiology, medicine, political science, etc.) conducting empirical research to evaluate the causal effects of interventions.","Recommended: Statistics 110, Statistics 111, and Statistics 139.",Y,N,147,STAT 240,4853,2015,1,25.0,18.0,72.0,3.9,4.1,3.6,3.8,4.2,3.7,-1.0,4.0
2316,Matched Sampling and Study Design,"This course provides an accessible introduction to the study of matched sampling and other design techniques in any field (e.g., economics, education, epidemiology, medicine, political science, etc.) conducting empirical research to evaluate the causal effects of interventions.","Recommended: Statistics 110, Statistics 111, and Statistics 139.",Y,N,147,STAT 240,4853,2015,1,25.0,18.0,72.0,3.9,4.1,3.6,3.8,4.2,3.7,-1.0,4.0
2317,Morality: That Peculiar Institution,"What, if anything, is the ultimate basis for morality? This seminar will explore a cluster of philosophical arguments that raise worries for almost any attempt at securing a foundation for morality, whether it be by means of the will of God, the dictates of science, the authority of self-evident truths, or the whimsies of subjective desires. Authors to be read include Plato, Hume, Moore, Mackie, Camus, Nagel, and Korsgaard.",Course open to Freshman Students Only,Y,N,56,FRSEMR 38I,11675,2015,1,12.0,10.0,83.33,4.7,4.4,4.7,5.0,5.0,3.6,-1.0,4.6
2318,Morality: That Peculiar Institution,"What, if anything, is the ultimate basis for morality? This seminar will explore a cluster of philosophical arguments that raise worries for almost any attempt at securing a foundation for morality, whether it be by means of the will of God, the dictates of science, the authority of self-evident truths, or the whimsies of subjective desires. Authors to be read include Plato, Hume, Moore, Mackie, Camus, Nagel, and Korsgaard.",Course open to Freshman Students Only,Y,N,56,FRSEMR 38I,11675,2015,1,12.0,10.0,83.33,4.7,4.4,4.7,5.0,5.0,3.6,-1.0,4.6
2319,"Pathways through the Andes - Culture, History, and Beliefs in Andean South America","This course explores the arts and cultures of Andean South America from the Pre-Columbian through Colonial periods. Emphasis is on the place of objects&mdash;textiles, ceramics, sculptures, and books&mdash;in the construction of meanings, identities and values as these changed over time. Readings are drawn from archaeology, ethnohistory, ethnology, art history and original sources. Students will work with Pre-Columbian and Colonial Andean artifacts in the collections of the Peabody Museum.",,Y,N,58,CULTBLF 21,1937,2014,2,9.0,7.0,77.78,4.3,4.4,4.0,4.4,4.4,3.8,-1.0,4.6
2320,The Good Life In Classical India,"What is a good life? How does it relate to personal happiness, to being a good ruler, citizen, or lover? What is the relative value of justice, citizenship, loyalty, friendship, personal profit, and pleasure? Is the good life the same for everyone? This course is devoted to investigating how classical South Asian intellectuals approached such questions and to thinking critically about their responses. As we will see, far from being mere artifacts from someone else's historical past, classical South Asian texts provide powerful frameworks for thinking about our own lives and the ways in which we reason about them.",,N,Y,60,ETHRSON 19,13895,2015,2,29.0,23.0,79.31,3.9,4.4,3.8,3.7,4.4,6.6,-1.0,3.6
2321,The Origins of Modern Wars,"This course explores the causes of war. It examines the different theories that have been devised to explain organized violence between states (or groups seeking to control a state), and evaluates these competing theories by exploring several major conflicts of the past 100 years: World War I, World War II, the Cold War, the Arab-Israeli conflict, and the recent wars in the Persian Gulf. The course also considers the phenomenon of ethnic conflict, the implications of nuclear weapons and the question of whether large-scale war is becoming ""obsolescent.""",,N,Y,70,GOV 1732,13896,2015,2,44.0,23.0,52.27,4.4,4.3,4.1,3.7,4.4,4.2,-1.0,4.5
2322,The Origins of Modern Wars,"This course explores the causes of war. It examines the different theories that have been devised to explain organized violence between states (or groups seeking to control a state), and evaluates these competing theories by exploring several major conflicts of the past 100 years: World War I, World War II, the Cold War, the Arab-Israeli conflict, and the recent wars in the Persian Gulf. The course also considers the phenomenon of ethnic conflict, the implications of nuclear weapons and the question of whether large-scale war is becoming ""obsolescent.""",,N,Y,70,GOV 1732,13896,2014,2,48.0,41.0,85.42,4.5,4.4,4.2,3.8,3.5,4.8,-1.0,4.5
2323,Comparative Law and Religion,"Investigates the use of legal processes in addressing religion-based conflicts, a leading source of tension in modern societies. The seminar will explore theoretical approaches to accommodating religious diversity and examine existing models of religion-state relationships. Drawing on legal cases from the US, Turkey, India, Israel, Spain, Canada, and England, the seminar will also familiarize participants with contemporary debates involving religion: the wearing of Islamic headscarf, religion and education, the funding of religious institutions, etc.",,N,Y,56,FRSEMR 42K,1862,2014,2,9.0,7.0,77.78,3.6,3.6,4.0,3.7,4.0,3.3,-1.0,3.7
2324,"Bollywood and Beyond: Commercial Cinema, Language and Culture in South Asia","This course examines concepts of personhood, community and culture in South Asia as expressed in contemporary film and literature. Works in Hindi-Urdu and in translation will be examined with emphasis on language as an index of cultural difference and of broad social shifts, notably the transformation of audiences from citizens to culture-consumers. Knowledge of Hindi-Urdu is not required. However, there will be a section for students with intermediate proficiency utilizing language materials.",,N,Y,495,HIND-URD 123,4769,2015,2,17.0,12.0,70.59,4.5,4.5,4.7,4.7,4.0,5.1,-1.0,4.6
2325,Advanced Czech,\tIndividualized study of the Czech language at the advanced level. Emphasis on reading with some practice in speaking and writing for professional and academic purposes. Conducted as a tutorial.\t&nbsp;\tNot open to auditors. Language tutorials are offered by application only upon approval by the Director of the Languages Program and the Office of Undergraduate Education. See note on independent language tutorials on our website for details about the application process.,,Y,Y,481,CZCH CR,4527,2015,1,2.0,2.0,100.0,4.5,5.0,5.0,5.0,,4.5,-1.0,5.0
2326,Advanced Czech,\tIndividualized study of the Czech language at the advanced level. Emphasis on reading with some practice in speaking and writing for professional and academic purposes. Conducted as a tutorial.\t&nbsp;\tNot open to auditors. Language tutorials are offered by application only upon approval by the Director of the Languages Program and the Office of Undergraduate Education. See note on independent language tutorials on our website for details about the application process.,,Y,Y,481,CZCH CR,4527,2014,2,3.0,1.0,33.33,5.0,5.0,5.0,5.0,,3.0,-1.0,5.0
