number,course_id,cat_num,1s,2s,3s,4s,5s
FRSEMR 21p,1769,74031,8,3,0,0,0
FRSEMR 21y,1773,89138,8,2,0,0,0
E-PSCI 239,703,98708,5,7,1,0,0
OEB 145,3955,48436,4,5,3,0,0
SWEDISH Aa,2141,7438,0,7,8,2,0
STAT 392hf,4873,44383,4,0,1,0,1
GOV 2005,2249,1719,0,3,7,5,1
GOV 2002,2248,8168,0,3,3,1,0
SOC-STD 98mi,4611,34608,1,6,3,0,0
SLAVIC Dc,4530,41571,1,0,2,0,0
SCRB 160,4885,45194,5,11,1,1,0
SCRB 180,4892,60301,4,7,4,0,0
CULTR&BLF 38,1952,2798,0,1,1,0,0
HEB 1313,2721,27108,0,3,8,1,0
ECON 1432,985,29276,19,24,3,1,0
VES 10br,5143,57371,1,7,3,1,0
CHEM 153,494,27616,0,8,5,3,0
FRENCH 59,4383,13398,3,12,0,0,0
SOC-STD 98kb,4604,2276,0,3,3,0,0
GOV 1291,2223,50506,1,11,7,1,0
MBB 93,3523,5017,1,7,2,0,0
MBB 95,3525,4890,6,9,1,0,0
GOV 1280,2222,1643,8,23,9,1,0
EXPOS 10.001,1580,77429,1,8,1,0,0
EXPOS 10.003,1582,92536,2,4,3,0,0
EXPOS 10.006,1585,71228,1,8,0,1,0
LATIN Aab,4995,7111,0,1,1,1,0
MUSIC 220r,3685,20956,0,1,2,0,0
EXPOS 20.070,1635,97946,2,10,3,0,0
EXPOS 20.071,1636,46424,2,12,1,0,0
EXPOS 20.084,1645,76638,3,11,0,0,0
EXPOS 20.085,1646,25116,1,9,6,0,0
HISTSCI 108,2642,81052,17,14,5,1,0
EXPOS 10.009,1588,65027,1,5,2,0,0
ENGLISH Cbbr,1469,59646,4,5,2,0,0
FRSEMR 35n,1836,21542,8,5,1,0,0
TAM 101a,4778,27362,0,2,3,0,0
TAM 102a,4780,42469,0,1,1,0,0
FRSEMR 48k,1888,4798,7,1,0,0,0
FRSEMR 31g,1822,1645,1,2,1,0,0
SCI-PHYUNV 26,2026,89089,17,19,3,1,0
EXPOS 20.106,1661,89831,0,5,8,1,0
EXPOS 20.063,1628,51502,1,10,3,1,0
SLAVIC 101,4541,7234,1,2,2,1,0
EXPOS 10.010,1589,13505,2,5,1,0,1
EXPOS 10.011,1590,80134,2,7,1,0,0
EXPOS 10.012,1591,28612,2,7,1,0,0
EXPOS 10.013,1592,95241,1,6,0,0,0
EXPOS 10.014,1593,43719,1,6,1,0,0
EXPOS 10.015,1594,58826,1,7,2,0,0
SOC-STD 98nb,4612,34432,1,4,4,1,0
MUSIC 105r,3627,58855,6,2,0,0,0
PSY 980f,4237,89069,1,3,2,0,0
PSY 1502,4265,46453,15,11,3,0,0
PSY 1512,4269,76667,4,14,5,0,0
HISTSCI 209,2679,74851,3,3,3,2,0
WOMGEN 1245,4919,26366,5,9,2,0,0
FRSEMR 31n,1824,4682,2,4,1,0,0
FRSEMR 42v,1866,1757,4,7,2,0,0
FRSEMR 43z,1871,2880,12,3,0,0,0
MUSIC 153,3636,10693,9,15,2,0,0
SLAVIC Cc,4525,6028,0,3,0,0,0
SOC-STD 98lh,4607,83855,0,3,6,1,0
SOC-WORLD 47,2060,85573,3,16,5,0,1
GOV 94mg,2180,20165,0,10,4,1,0
BIOSTAT 249,417,759,1,6,1,1,0
HIST-LIT 90l,2533,5335,0,8,7,2,0
SYSTBIO 204,4942,71179,1,2,2,0,0
ANTHRO 1667,155,25018,1,9,1,0,0
EXPOS 20.120,1665,49461,0,7,6,0,0
SOCIOL 267,4713,42489,0,2,0,2,1
BCMP 302qc,2952,45965,2,0,2,0,0
ANTHRO 2830,233,98073,2,3,1,0,0
GOV 3001,2301,21415,11,6,1,0,0
EXPOS 20.002,1599,68191,0,10,3,1,0
EXPOS 20.001,1598,53084,1,10,2,1,0
PSY 1901a,4294,99655,17,11,3,1,0
PSY 1201,4253,6717,15,18,5,0,0
PHIL 159,4061,5443,6,18,6,3,1
BIOSTAT 299,424,82302,1,0,1,0,0
FRSEMR 46e,1878,7802,4,2,0,0,0
IMUNOL 301qc,3218,69978,0,7,5,0,0
ASTRON 17,263,22304,2,21,10,1,0
ECON 2030,1017,3828,10,19,4,0,1
EXPOS 20.012,1605,77097,1,10,4,0,0
SOC-WORLD 25,2040,9587,23,105,36,8,0
SOC-STD 98ng,4616,16034,0,3,3,0,0
PSY 980j,4239,48338,5,0,3,0,0
EXPOS 20.119,1664,34354,1,5,6,2,0
FRSEMR 26z,1815,20722,13,0,0,0,0
GOV 94dn,2163,2017,0,2,3,0,0
EXPOS 20.098,1653,65818,3,7,2,0,0
EXPOS 20.102,1657,96032,1,9,3,1,1
EXPOS 20.105,1660,23202,0,5,6,3,0
EXPOS 10.004,1583,41014,2,6,1,0,0
EXPOS 10.005,1584,56121,1,6,3,0,0
EXPOS 10.007,1586,86335,4,5,0,0,0
LITER 96,588,57859,0,1,4,2,0
FRSEMR 44t,1875,2897,9,5,0,0,0
E-PSCI 21,661,26854,8,10,4,0,0
MCB 52,3529,1938,5,37,57,15,8
FRSEMR 43l,1867,15185,5,6,1,0,0
FRSEMR 25i,1796,81814,10,3,0,0,0
E-PSCI 135,676,79597,1,2,6,0,0
GOV 2010,2253,7421,1,2,2,0,0
GOV 2176,2273,7083,0,0,3,3,1
EASTD 98d,826,4800,1,4,5,0,0
EXPOS 10.008,1587,34813,3,6,1,0,0
FRSEMR 48g,1886,17157,3,8,0,0,0
SCI-LIVSYS 22,2012,42977,20,40,5,1,0
SCI-PHYUNV 27,2027,73191,85,132,33,2,1
PSY 1052,4251,91794,5,2,2,0,0
EXPOS 20.046,1616,18583,5,4,5,0,0
EXPOS 20.126,1670,82204,3,6,4,2,0
SOC-WORLD 38,2052,36776,17,15,4,0,0
WOMGEN 1411,4928,57498,0,5,1,0,0
EXPOS 20.047,1617,85212,1,9,3,0,1
EXPOS 20.097,1652,50711,0,11,4,0,0
EXPOS 20.101,1656,29403,0,4,7,2,0
SOC-WORLD 46,2059,89167,9,10,2,0,0
GOV 1368,2229,8971,8,6,1,0,0
PSY 1950,4298,4889,1,9,7,1,0
FRSEMR 41p,1860,2004,13,1,0,0,0
ECON 2325,1042,8510,0,1,2,1,1
LIFESCI 1a,2766,2137,25,239,131,28,10
SOCIOL 183,4684,70535,1,11,11,4,1
EXPOS 20.079,1640,69314,1,7,6,1,0
EXPOS 20.080,1641,17792,2,6,5,1,0
FRSEMR 26u,1812,9123,11,1,0,0,0
FRSEMR 22i,1774,7269,14,0,0,0,0
FRSEMR 22m,1776,6810,11,0,0,0,0
SCRB 10,4875,96716,8,38,14,2,1
CHEM 101,488,7505,8,21,7,2,0
HIST-LIT 90ak,2526,76384,0,8,6,1,0
HIST-LIT 90am,2527,70183,0,10,4,0,0
ESPP 90p,1573,62576,7,8,2,0,0
FRSEMR 24e,1787,3573,8,2,0,0,0
SOC-STD 10a,4595,5278,2,30,56,22,6
MATH 18,2834,906,0,0,12,3,1
MUSIC 150a,3632,4771,2,2,1,1,1
PSY 950,4234,5195,9,5,2,0,0
OEB 275r,3991,5004,2,5,0,0,0
GOV 50,2153,6500,11,24,7,2,0
CULTR&BLF 37,1951,8181,12,75,29,0,1
CHNSE 130xa,767,9097,2,7,12,1,1
VES 158br,5214,9385,0,0,2,0,1
FRSEMR 49n,1890,9965,10,1,0,0,0
BCMP 230,2947,1295,19,10,0,0,0
AFRAMER 301,86,3120,0,1,3,2,1
VIETNAM Ba,921,3873,3,5,3,0,0
VIETNAM 120a,923,3276,3,2,0,0,0
CULTR&BLF 30,1945,5649,73,75,8,0,0
E&M-REASON 13,1970,3544,24,10,0,0,1
STAT 135,4836,3451,10,16,8,1,0
LATIN Ac,4997,7033,2,5,1,0,0
BCMP 200,2942,5591,9,47,8,4,0
APMTH 147,1125,7708,0,9,4,0,0
WELSH 128,463,4148,0,0,2,0,1
PHYSICS 16,4094,2019,0,5,17,20,17
SCI-PHYUNV 14,2016,7621,16,21,15,1,2
MATH 55a,2843,4068,0,2,3,4,5
MCB 80,3532,6052,34,110,45,4,1
ESPP 90j,1571,9841,3,8,1,0,0
KOREAN Bxa,875,120,1,8,0,0,0
OEB 10,3924,7967,21,25,8,0,1
HIST 2653,2504,4442,0,0,4,0,1
SOCIOL 155,4666,8934,27,54,18,0,0
FRSEMR 23n,1784,84343,6,4,0,0,0
FRSEMR 42u,1865,9694,8,3,0,0,0
LING 83,2773,8319,8,16,1,0,1
LING 116r,2791,2118,0,2,4,0,0
APMTH 101,1116,3350,4,12,3,2,1
ENG-SCI 125,1333,7274,0,18,11,4,1
ECON 2810a,1083,4862,1,11,5,1,0
CHEM 160,498,3420,3,14,11,2,0
CHEM 106,489,1063,1,4,3,1,0
IRISH 132,453,6725,0,4,1,1,0
COMPSCI 286r,1281,1099,1,13,8,0,0
ARABIC Ba,3739,1106,2,12,15,14,2
COMPSCI 105,1229,9751,5,22,6,0,1
PORTUG Ac,4443,430,25,34,2,1,0
MUSIC 2,3613,645,36,85,18,7,1
ARABIC 133,3746,4747,2,6,3,0,0
FRSEMR 43m,1868,83191,11,5,0,0,0
ENG-SCI 53,1324,3604,0,4,15,15,7
GERMAN 65,2094,2678,1,2,3,0,0
MATH 101,2848,8066,0,9,7,1,1
STAT 139,4837,1450,0,10,26,10,3
FRSEMR 31j,1823,9760,6,2,0,0,0
BCMP 235,2949,3769,6,8,2,0,0
SCI-LIVSYS 11,2003,9478,64,57,6,1,0
BE 110,1217,8197,2,17,11,2,0
KOREAN 140a,882,5723,0,1,2,1,0
ANTHRO 2704,219,4411,0,0,2,1,1
PHIL 3,4038,1996,10,22,5,0,0
ENG-SCI 202,1353,5080,0,2,6,3,1
ENG-SCI 220,1360,2759,0,2,6,11,7
MATH 124,2861,2398,2,1,5,1,1
CHEM 170,502,7754,23,30,3,0,0
SLAVIC 102r,4542,3280,0,4,2,1,0
MUSIC 207r,3669,2149,0,1,3,1,0
COMPSCI 61,1226,3461,1,21,40,29,20
FRSEMR 24n,1790,6367,9,2,0,0,0
MOD-HEB 130a,3838,4985,3,6,0,0,0
ENG-SCI 239,1372,8303,1,7,3,1,0
SWAHILI 101ar,98,8503,1,5,1,0,0
BIOSTAT 230,409,6183,1,3,5,2,0
BIOSTAT 232,411,131,0,2,9,1,0
FRSEMR 46t,1880,54666,10,5,0,0,0
SOCIOL 107,4649,9124,36,25,5,0,0
STAT 101,4828,5128,6,31,14,2,0
PSY 1861,4292,1325,3,12,7,3,0
CHEM 163,500,3635,0,6,0,0,0
SOC-WORLD 36,2050,9058,4,14,5,0,0
HEB 1463,2742,3359,1,4,1,0,1
PHYSICS 287a,4136,2012,0,0,3,4,5
ECON 1011a,956,7230,2,12,47,25,8
VES 53ar,5161,1360,0,4,4,3,1
MATH 122,2859,7855,0,0,2,2,5
MATH 23a,2839,2486,0,19,43,16,6
ANTHRO 1640,152,5844,3,17,10,1,0
FRSEMR 33x,1830,6673,0,4,5,2,0
VIETNAM 130a,925,6287,1,0,1,0,0
VIROLOGY 200,3470,6075,0,3,3,2,0
URD 103a,4813,700,0,4,0,0,0
MATH 121,2858,7009,1,2,10,1,1
ASTRON 2,261,2179,0,4,7,0,0
STAT 244,4855,51453,0,5,7,2,0
SYSTBIO 200,4940,8701,0,4,10,4,1
MATH 153,2872,3004,4,17,6,2,1
E&M-REASON 15,1972,5707,20,10,1,0,0
ASTRON 150,271,8993,0,3,5,0,1
APPHY 282,1156,5737,0,0,2,3,3
HEB 1421,2738,8758,0,0,5,0,0
GOV 2034,2256,4652,4,5,0,0,0
SCRB 190,4894,1207,17,17,1,0,0
GERMAN Ca,2088,5779,1,7,10,3,3
MATH 232a,2890,6168,0,1,3,1,0
GENETIC 201,3098,4225,2,27,18,10,7
MATH 212a,2876,5446,0,6,7,1,2
MATH 213a,2878,1621,0,2,2,2,0
MATH 230a,2886,372,4,6,3,1,0
GOV 94ek,2165,13525,3,12,0,0,0
MATH 114,2853,9111,0,0,4,5,2
MATH 131,2864,2381,1,7,11,5,0
SOCIOL 203a,4689,3315,0,4,6,1,1
SCRB 150,4882,5703,1,13,5,0,0
ECON 2723,1077,2847,1,1,3,0,1
STAT 131,4835,8291,5,28,12,0,1
LITER 129,607,8742,0,2,4,1,0
ENG-SCI 165,1344,4274,0,2,5,1,0
NEUROBIO 200,3347,6062,1,1,2,1,1
NEUROBIO 220,3351,2141,2,6,5,0,1
PORTUG C,4446,7692,8,10,2,0,0
ENG-SCI 154,1339,6319,0,0,7,9,4
ENG-SCI 181,1348,3889,0,1,8,12,21
ECON 1545,995,5166,2,13,6,0,0
TIBET 101a,4792,4132,0,4,2,1,0
SANSKRIT 101a,4748,8140,0,1,5,0,1
APMTH 205,1128,1370,0,12,22,11,6
E&M-REASON 17,1974,2508,2,14,11,3,3
BPH 215,295,5366,4,3,0,0,0
BPH 301,300,1152,3,4,1,0,0
MATH 233a,2892,6246,0,1,4,0,0
YORUBA 101ar,106,33,0,2,0,0,0
BIOSTAT 250,418,5076,1,2,6,0,0
MATH 116,2855,5253,0,3,5,6,1
HEB 1418,2735,1437,2,4,0,0,0
MODMIDEAST 162,3849,5643,1,2,7,0,1
MCB 293,3576,2706,1,10,7,3,0
MCB 291,3574,2833,1,9,11,5,1
BIOSTAT 235,413,7549,0,4,3,5,1
PAL 101a,4742,4129,0,2,0,0,0
CHEM 17,478,5085,0,42,97,46,14
CHEM 30,481,6587,1,4,18,21,18
LING 200,2809,6098,5,2,1,1,0
ECON 2020a,1015,339,2,5,11,8,5
MUSIC 230r,3689,5712,0,0,2,0,0
SANSKRIT 102a,4750,4843,1,2,3,1,1
SOCIOL 204,4691,6189,0,1,3,5,4
SOCIOL 128,4653,5979,12,31,9,3,0
STAT 210,4843,2487,0,5,14,7,2
APPHY 195,1149,1842,0,3,6,4,2
VIROLOGY 202,3472,6025,0,0,3,4,0
STAT 110,4831,147,3,25,115,97,43
MATH 155r,2874,6612,1,4,3,2,0
PSY 2170,4310,6883,0,0,5,4,3
FRSEMR 25n,1799,9589,4,5,0,0,0
ASTRON 191,274,3615,0,0,1,1,2
E-PSCI 208,697,6561,1,6,6,2,0
EASTD 98b,825,8288,0,1,4,1,0
FRSEMR 23m,1783,8823,12,1,0,0,0
ECON 2110,1034,7213,0,4,10,3,7
JAPAN Ba,841,2014,3,24,11,4,0
JAPAN 120a,846,8152,0,4,5,4,2
JAPAN 106a,843,1492,1,4,0,0,0
JAPAN 150a,852,4693,0,1,2,1,0
KOREAN 130a,880,2071,0,8,3,0,0
KOREAN Ba,873,8739,2,9,6,2,0
OEB 59,3933,5281,11,16,1,0,0
GOV 1171,2215,8261,3,31,20,2,0
COMPSCI 175,1243,3771,1,5,15,3,3
PORTUG Aa,4441,7130,15,11,6,1,0
MATH Ma,2830,1981,4,24,45,10,1
VES 150ar,5204,4692,0,4,2,0,1
PHYSICS 253a,4124,8050,0,0,1,12,21
PHYSICS 210,4115,4840,0,0,14,16,4
GOV 1796,2243,3567,0,2,7,2,0
GOV 1008,2197,9732,0,2,8,2,0
FRSEMR 25g,1795,8075,13,2,0,0,0
US-WORLD 11,2063,4045,6,16,2,0,0
VES 70,5175,4249,14,28,4,0,0
STAT 220,4847,6270,0,1,10,8,20
DRAMA 119,651,8900,4,9,3,0,0
NEP 101a,4732,8974,0,1,1,0,0
AFRAMER 137,51,3258,0,3,0,0,0
ROM-STD 201,4469,934,0,1,6,2,0
US-WORLD 32,2079,8833,14,23,3,0,0
MOD-HEB 120a,3836,1711,2,3,1,0,0
HEBREW 200r,3793,3265,1,0,2,1,1
CHNSE 150a,773,5621,0,4,6,2,2
MUSIC 160r,3642,8026,0,4,4,0,1
PHYSCI 2,4087,6053,6,81,86,23,2
FRSEMR 44g,1872,1032,7,3,0,0,0
ENGLISH 157,1530,4786,1,15,38,17,0
MUSIC 192r,3658,6726,0,2,3,0,0
GERMAN 61,2092,5179,4,13,5,0,0
MCB 186,3562,2854,1,12,6,0,0
FRSEMR 43y,1870,9380,12,4,1,0,0
VES 151br,5206,3838,0,1,2,1,1
GREEK Aa,4978,129,2,7,4,0,1
GREEK Ba,4982,4696,0,3,1,1,0
MUSIC 1a,3611,8071,11,3,0,0,0
SLAVIC Ca,4523,2173,0,3,0,0,0
ENG-SCI 222,1362,696,0,1,5,1,0
MUSIC 121a,3628,1550,6,3,2,0,0
CLAS-STDY 97a,4953,3965,2,8,7,0,0
LING 220r,2818,3428,1,2,1,0,0
SOC-STD 98fu,4601,7432,0,1,2,4,3
VES 80,5178,9394,4,6,1,1,0
THI 103ar,4788,7590,0,2,1,0,0
KOREAN 150a,884,1936,1,4,1,1,0
FRSEMR 21s,1771,2067,4,1,0,0,0
SOCIOL 165,4673,8272,13,11,1,0,0
E-PSCI 290,723,6610,0,5,0,0,0
HEB 1333,2724,8036,5,16,8,1,0
JAPAN 210a,854,9182,0,1,4,0,1
OEB 251,3984,2075,3,8,3,1,0
KOREAN 120a,878,5884,0,5,1,1,0
APMTH 104,1117,7732,1,11,7,2,0
APMTH 201,1126,3241,0,5,10,5,3
MCB 129,3542,8956,1,8,0,0,0
MCB 176,3559,3186,0,7,1,0,0
CHNSE Ba,755,4375,4,32,37,23,6
CHNSE Bx,757,7066,2,6,22,10,2
CHNSE 120a,762,4283,2,15,26,12,2
IMUNOL 201,3214,8337,2,9,9,1,1
JAPAN 140a,850,3688,0,2,1,6,4
JAPAN 130a,848,4855,1,5,8,4,3
E-PSCI 200,690,2675,0,5,4,1,0
MATH 25a,2841,1525,0,9,31,21,4
CHEM 60,483,5181,0,10,1,0,0
LING 112,2788,4730,0,0,3,1,0
AFRAMER 20,5,2048,24,21,4,0,0
ENG-SCI 139,1336,994,22,17,5,1,0
GOV 1019,2200,989,4,2,3,0,0
ANTHRO 1836br,174,6213,0,0,1,1,3
FRENCH 70b,4389,6720,0,3,3,2,0
ENGLISH 350,5294,8208,4,0,0,0,0
GOV 94gl,2169,5106,0,10,2,0,0
CHEM 115,490,480,0,2,1,3,2
MCB 169,3557,2518,2,20,6,2,1
ANTHRO 98za,116,4503,0,7,3,1,0
COMPSCI 50,1224,4949,3,41,146,197,263
COMPSCI 121,1230,669,1,22,50,33,6
COMPSCI 141,1232,4357,2,6,10,4,1
COMPSCI 143,1233,6401,9,12,2,0,0
HISTSCI 285,2700,5124,0,1,4,1,2
RELIGION 2001,5114,644,0,5,4,2,0
LATIN Aa,4994,4759,1,10,10,1,0
LATIN Ba,4998,2344,0,1,3,3,0
LATIN Bam,4999,7123,0,1,2,0,2
ECON 2056a,1021,3634,3,4,0,0,0
ARABIC 131a,3743,739,1,5,17,5,2
ARABIC 130a,3741,4591,0,1,4,2,0
LIFESCI 2,2768,9007,4,66,74,25,7
FRSEMR 25w,1805,49,7,6,0,0,0
VIETNAM 140a,927,97175,1,0,0,0,0
SOCIOL 205,4692,8972,0,3,7,2,1
FRSEMR 38l,1850,4870,3,7,0,0,0
COMPLIT 299ar,583,2431,1,8,0,1,0
ENG-SCI 240,1373,2984,0,3,6,3,8
CHNSE 130a,765,6724,2,19,17,5,2
CHNSE 107a,760,3343,4,1,4,0,0
CHNSE 106a,758,1185,2,7,5,1,0
CHNSE 142a,771,3900,3,4,0,0,1
SLAVIC 113,4546,955,0,4,3,2,0
SLAVIC 111,4544,1594,0,3,2,2,0
FOLKMYTH 98a,1756,5039,0,3,1,0,0
ARABIC 241ar,3754,3309,0,3,4,3,1
CULTR&BLF 23,1939,5275,121,63,1,0,0
E&M-REASON 16,1973,8782,5,5,0,0,0
ENG-SCI 190,1350,6973,12,14,4,0,0
ECON 2010c,1013,4431,1,9,6,8,2
STAT 230,4850,5206,1,4,11,4,1
HIST 82l,2362,1914,0,2,4,0,0
MCB 145,3547,6972,7,17,2,2,0
VES 271,5243,159,0,4,2,3,0
GOV 2000,2246,2281,1,4,7,8,1
CHNSE 140a,769,1945,6,17,16,1,0
GOV 20,2150,6166,30,114,104,23,8
THI 102a,4786,8582,0,1,1,0,0
TIBET 105ar,4798,1314,0,2,1,0,0
ECON 2390b,1049,2990,0,7,6,1,0
ECON 1723,1000,1917,2,51,35,11,1
PSY 2010,4300,6515,3,7,2,1,1
PHYSICS 11a,4089,3131,0,13,29,16,7
ANTHRO 2650a,212,1752,0,0,3,1,3
SOC-WORLD 30,2045,3196,33,24,3,0,0
AESTH&INTP 24,1902,144,29,24,1,0,0
LING 105,2784,2791,1,7,1,0,0
MEDVLSTD 107,3510,9420,0,2,3,2,0
SLAVIC Ga,4533,5536,0,2,0,0,0
SLAVIC Da,4528,8158,0,3,0,0,0
APMTH 120,1123,4378,5,41,16,2,1
OEB 192,3969,5019,0,1,2,0,0
HISTSCI 100,2639,905,11,43,18,3,0
ANTHRO 1010,120,8727,18,32,5,0,0
LING 204r,2810,6446,1,3,2,0,0
CULTR&BLF 22,1938,3915,117,74,8,1,0
STAT 212,4845,7864,0,3,0,1,0
PSY 2670a,4347,1193,2,4,1,0,0
AFRAMER 115,41,37899,0,3,12,8,0
GOV 1060,2203,4978,1,8,11,3,1
GOV 1243,2219,1982,0,7,8,0,0
GOV 2305,2278,2305,0,1,1,2,1
SWEDISH Ba,2143,3104,0,2,1,0,0
HAA 310a,2632,7879,0,0,3,2,1
MUSIC 51a,3617,2261,8,28,13,2,0
ECON 2450a,1060,1339,0,7,12,7,1
ECON 2530a,1066,4537,0,2,2,2,1
ECON 2610,1070,3766,0,2,2,7,1
ENG-SCI 255,1382,9816,1,2,2,2,0
TIBET 104ar,4796,4158,0,0,1,0,0
LPS A,540,3956,25,101,52,14,0
AESTH&INTP 13,1894,460,81,80,19,1,0
BIOPHYS 170,328,3598,0,3,5,1,0
FRSEMR 25k,1798,3913,12,1,0,0,0
APPHY 225,1153,5298,7,9,1,0,0
SOC-STD 98ax,4599,752,0,1,6,2,0
CELLBIO 226,3015,8747,0,3,0,0,0
MATH 231a,2888,7275,1,0,5,4,1
E-PSCI 210,698,9146,1,5,1,0,0
ESPP 78,1567,3613,1,6,5,1,0
MCB 115,3538,8703,5,27,15,1,0
MUSIC 190r,3655,1312,0,3,3,0,0
SOCIOL 237,4706,4320,0,2,5,0,0
MCB 292,3575,4288,2,12,6,0,0
APMTH 21a,1111,6395,13,115,67,13,1
FRSEMR 26v,1813,9017,6,3,0,0,0
MCB 225,3571,7646,1,3,0,0,0
BCMP 218,2945,2049,2,3,0,0,0
ECON 2010a,1011,8656,1,7,7,7,10
ECON 2060,1026,1404,4,3,3,2,0
GREEK Ac,4981,8283,0,2,1,2,0
PHYSICS 95,4097,2806,1,6,2,0,0
PHYSICS 151,4107,2068,4,12,7,2,0
PHYSICS 143b,4105,253,0,4,16,3,1
PHYSICS 251a,4122,2191,1,5,6,8,8
PHIL 300aa,4075,5615,0,0,1,0,1
MODMIDEAST 200a,3852,5918,1,3,3,2,0
ENG-SCI 135,1335,98766,0,6,10,0,0
ECON 1415,981,93229,0,1,1,2,4
COMPSCI 205,1253,85368,0,5,23,14,9
GOV 94of,2182,14911,0,5,2,0,0
VES 115,5191,38924,0,6,1,2,0
HIST-LIT 90ai,2524,31063,0,7,2,0,0
FRSEMR 24p,1791,36551,6,3,0,0,0
FRSEMR 47g,1882,39256,4,1,0,0,0
FRSEMR 47w,1884,17948,0,2,0,0,0
FRSEMR 37q,1845,31669,1,3,0,0,0
FRSEMR 30l,1820,7650,5,2,0,0,0
FRSEMR 42q,1864,4079,6,1,0,0,0
FRSEMR 44s,1874,46776,4,4,0,0,0
ENG-SCI 276,1396,54441,4,8,3,0,0
MBB 99z,3528,40379,4,7,2,0,0
EXPOS 20.125,1669,15575,0,10,3,1,0
NEUROBIO 230,3353,78454,3,4,1,0,0
ENG-SCI 21,1321,70925,2,7,7,1,0
EXPOS 20.132,1676,22108,0,9,5,1,0
FRSEMR 38k,1849,24813,3,5,0,0,0
THI 101a,4784,5395,1,2,0,0,0
ENG-SCI 176,1347,20243,1,5,0,0,0
ENGLISH 181a,1535,33514,0,13,3,0,0
ECON 1936,1008,14325,3,10,4,1,0
APMTH 221,1132,84323,1,5,9,1,0
AESTH&INTP 50,1924,25702,20,75,17,3,1
STAT 232r,4852,9483,4,10,2,0,0
AESTH&INTP 16,1897,30214,5,6,1,0,0
HAA 271p,2611,71355,0,3,3,2,0
HIST 1445,2428,99245,10,24,7,0,0
LING 104,2783,1289,5,2,2,0,0
HIST 2350,2486,77605,0,1,0,0,0
VES 60x,5168,21952,0,5,1,2,0
PSY 2400,4320,6138,1,5,3,0,0
CELTIC 195,449,64236,0,2,0,0,0
HIST 1290,2410,9566,0,3,6,1,0
HIST 1011,2389,45321,70,111,29,2,0
FRENCH 271,4411,8448,0,3,1,4,0
LITER 108,598,28173,0,12,4,0,0
SPANSH 134,4498,7452,1,4,4,0,0
LING 168,2802,7925,1,5,1,0,0
US-WORLD 31,2078,6661,10,25,2,2,0
HIST 2272,2476,7969,0,0,0,2,1
VES 153ar,5209,5211,0,3,4,2,0
EASTD 140,837,856,1,7,0,0,0
SCI-LIVSYS 12,2004,5523,39,56,5,1,1
ENG-SCI 159,1341,3126,0,3,10,2,0
ENG-SCI 259,1383,3671,1,4,10,2,2
STAT 170,4841,1202,0,0,5,0,0
GERMAN 182,2112,95593,0,3,2,0,0
PHYSICS 195,4114,2978,0,0,1,1,0
ANTHRO 2250a,199,79363,0,0,2,0,2
VES 176n,5226,4394,0,4,3,0,0
VES 177e,5227,898,1,5,6,0,0
HIST 72d,2326,6355,0,6,9,0,0
MUSIC 271r,3698,1311,0,2,2,0,0
HAA 51p,2548,6427,0,7,3,1,0
HIST 1144,2396,4631,2,8,3,1,0
HIST 2400,2487,9176,0,4,6,2,1
LATIN 134,5011,1327,3,5,1,0,0
E-PSCI 236,701,7250,1,7,4,5,0
HIST 84c,2368,2479,0,5,3,0,0
HAA 1,2543,3951,17,35,10,2,0
COMPLIT 263,566,3125,0,3,2,0,0
ANTHRO 1165,137,9906,19,10,0,1,0
TIBET 235,4807,79089,1,1,1,0,0
OEB 209,3971,67224,2,4,0,0,0
SOC-STD 98nd,4614,25731,0,3,7,0,0
FRSEMR 38u,1853,70134,1,7,1,1,0
FRSEMR 38n,1851,48826,1,1,0,0,0
SOCIOL 98Bc,4635,87077,0,2,1,0,0
FRSEMR 46w,1881,89323,5,6,1,0,0
PSY 980k,4240,76843,5,3,0,0,0
FRSEMR 35s,1837,46522,15,1,0,0,0
STAT 265r,4858,29813,3,7,2,0,0
HIST 82f,2361,1959,0,5,2,0,0
FRSEMR 45z,1877,71941,9,6,0,0,0
FRSEMR 47p,1883,87048,11,2,0,0,0
PSY 980l,4241,37547,1,4,1,0,0
PSY 1601,4275,10038,0,0,1,1,0
CHNSLIT 229r,802,6099,0,2,2,2,0
GOV 94qa,2185,4941,0,0,10,2,3
GOV 94ia,2175,9006,1,5,5,0,0
ENGLISH 40,1480,62547,0,11,6,0,0
FRENCH 61h,4386,89626,1,7,4,0,0
GOV 94ef,2164,3345,0,3,3,0,0
VES 15ar,5144,2262,0,2,5,2,0
PSY 14,4230,5607,3,12,3,0,0
ECON 2410hfc,1054,1746,0,0,1,0,0
CULTR&BLF 52,1965,5888,8,14,1,0,0
FRSEMR 24w,1793,53572,11,3,0,0,0
ETH-REASON 31,1998,48904,13,39,7,0,1
ECON 1052,963,2634,2,4,17,7,3
SOC-STD 98mf,4609,36649,0,6,3,1,0
FRSEMR 40i,1858,7142,5,7,3,0,0
ENGLISH 290,1554,88024,0,4,1,0,0
MATH 130,2863,5811,2,3,0,1,0
MUSIC 218r,3681,774,0,1,1,1,0
DRAMA 110,643,3321,14,4,0,0,0
DRAMA 115,647,6659,4,7,1,0,0
GREEK H,4984,6323,0,0,1,1,0
GREEK 201,4993,1968,0,0,1,2,0
GOV 2105,2265,154,0,0,1,0,6
